source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0001706,endoderm formation,0.0018451011341373853,True,"""The formation of the endoderm during gastrulation."" [GOC:go_curators]",60,595,11,20972,0.018487394957983194,0.18333333333333332,query_1,"['GO:0001704', 'GO:0007492']"
TF,TF:M11390,Factor: Erg; motif: NACAGGAARTN,0.001869664763798175,True,Factor: Erg; motif: NACAGGAARTN,2928,601,132,20093,0.21963394342762063,0.045081967213114756,query_1,['TF:M00000']
GO:BP,GO:0090077,foam cell differentiation,0.0019046554735108322,True,"""The process in which a relatively unspecialized cell acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]",38,595,9,20972,0.015126050420168067,0.23684210526315788,query_1,['GO:0030154']
GO:BP,GO:0010742,macrophage derived foam cell differentiation,0.0019046554735108322,True,"""The process in which a monocyte acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:dph, GOC:tb]",38,595,9,20972,0.015126050420168067,0.23684210526315788,query_1,['GO:0090077']
GO:BP,GO:0034446,substrate adhesion-dependent cell spreading,0.0019154252715801602,True,"""The morphogenetic process that results in flattening of a cell as a consequence of its adhesion to a substrate."" [GOC:mah, GOC:pf, PMID:17050732]",100,595,14,20972,0.023529411764705882,0.14,query_1,['GO:0031589']
GO:BP,GO:1903531,negative regulation of secretion by cell,0.0019356740061707474,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of secretion by cell."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:12130530]",146,595,17,20972,0.02857142857142857,0.11643835616438356,query_1,"['GO:0032940', 'GO:0048523', 'GO:0051048', 'GO:1903530']"
GO:BP,GO:0099173,postsynapse organization,0.001975844747986226,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a postsynapse."" [GOC:dos]",233,595,22,20972,0.03697478991596639,0.0944206008583691,query_1,"['GO:0016043', 'GO:0050808']"
GO:BP,GO:0048259,regulation of receptor-mediated endocytosis,0.001982887378591824,True,"""Any process that modulates the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport."" [GOC:go_curators, GOC:tb]",115,595,15,20972,0.025210084033613446,0.13043478260869565,query_1,"['GO:0006898', 'GO:0030100']"
GO:BP,GO:0097527,necroptotic signaling pathway,0.002050263229642285,True,"""The series of molecular signals which triggers the necroptotic death of a cell. The pathway starts with reception of a signal, is characterized by activation of receptor-interacting serine/threonine-protein kinase 1 and/or 3 (RIPK1/3, also called RIP1/3), and ends when the execution phase of necroptosis is triggered."" [GOC:mtg_apoptosis, PMID:20823910]",8,595,5,20972,0.008403361344537815,0.625,query_1,"['GO:0007165', 'GO:0070266']"
GO:BP,GO:0035744,T-helper 1 cell cytokine production,0.002050263229642285,True,"""Any process that contributes to cytokine production by a T-helper 1 cell."" [CL:0000545, GOC:BHF]",8,595,5,20972,0.008403361344537815,0.625,query_1,"['GO:0035743', 'GO:0042088']"
GO:BP,GO:2000554,regulation of T-helper 1 cell cytokine production,0.002050263229642285,True,"""Any process that modulates the frequency, rate or extent of T-helper 1 cell cytokine production."" [GOC:obol]",8,595,5,20972,0.008403361344537815,0.625,query_1,"['GO:0002724', 'GO:0002825', 'GO:0035744']"
GO:BP,GO:0045602,negative regulation of endothelial cell differentiation,0.002050263229642285,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of endothelial cell differentiation."" [GOC:go_curators]",8,595,5,20972,0.008403361344537815,0.625,query_1,"['GO:0030857', 'GO:0045446', 'GO:0045601']"
GO:BP,GO:2000556,positive regulation of T-helper 1 cell cytokine production,0.002050263229642285,True,"""Any process that activates or increases the frequency, rate or extent of T-helper 1 cell cytokine production."" [GOC:obol]",8,595,5,20972,0.008403361344537815,0.625,query_1,"['GO:0002726', 'GO:0002827', 'GO:0035744', 'GO:2000554']"
GO:BP,GO:0032493,response to bacterial lipoprotein,0.002050263229642285,True,"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a bacterial lipoprotein stimulus."" [GOC:add, PMID:12077222]",8,595,5,20972,0.008403361344537815,0.625,query_1,['GO:0002237']
GO:BP,GO:2000669,negative regulation of dendritic cell apoptotic process,0.002050263229642285,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of dendritic cell apoptotic process."" [GOC:mtg_apoptosis, GOC:obol]",8,595,5,20972,0.008403361344537815,0.625,query_1,"['GO:0097048', 'GO:2000107', 'GO:2000668']"
GO:MF,GO:0030884,exogenous lipid antigen binding,0.002051053701154522,True,"""Binding to an exogenous lipid antigen (examples include microbial lipids and glycolipids)."" [PMID:14500461]",5,594,4,20208,0.006734006734006734,0.8,query_1,['GO:0030882']
GO:MF,GO:0030882,lipid antigen binding,0.002051053701154522,True,"""Binding to a lipid antigen."" [PMID:14500461]",5,594,4,20208,0.006734006734006734,0.8,query_1,"['GO:0003823', 'GO:0008289']"
GO:MF,GO:0030883,endogenous lipid antigen binding,0.002051053701154522,True,"""Binding to an endogenous cellular lipid antigen."" [PMID:14500461]",5,594,4,20208,0.006734006734006734,0.8,query_1,['GO:0030882']
GO:MF,GO:0045569,TRAIL binding,0.002051053701154522,True,"""Binding to TRAIL (TNF-related apoptosis inducing ligand), a member of the tumor necrosis factor ligand family that rapidly induces apoptosis in a variety of transformed cell lines."" [GOC:go_curators, PMID:9082980]",5,594,4,20208,0.006734006734006734,0.8,query_1,['GO:0005515']
WP,WP:WP185,Integrin mediated cell adhesion,0.0020914723771172186,True,Integrin mediated cell adhesion,101,490,18,8899,0.036734693877551024,0.1782178217821782,query_1,['WP:000000']
HP,HP:0040088,Abnormal lymphocyte count,0.0021001682256615675,True,Any abnormality in the total number of lymphocytes in the blood.,213,239,27,5200,0.11297071129707113,0.1267605633802817,query_1,"['HP:0004332', 'HP:0011893']"
REAC,REAC:R-HSA-202433,Generation of second messenger molecules,0.0021508103414602515,True,Generation of second messenger molecules,35,538,10,11056,0.01858736059479554,0.2857142857142857,query_1,['REAC:R-HSA-202403']
KEGG,KEGG:04974,Protein digestion and absorption,0.002157007479596651,True,Protein digestion and absorption,103,497,18,8716,0.03621730382293763,0.17475728155339806,query_1,['KEGG:00000']
HPA,HPA:0600441,Tonsil; non-germinal center cells[≥Low],0.002162334888543071,True,Tonsil; non-germinal center cells[≥Low],6120,420,277,11007,0.6595238095238095,0.04526143790849673,query_1,['HPA:0600000']
GO:BP,GO:0034109,homotypic cell-cell adhesion,0.002166572777671946,True,"""The attachment of a cell to a second cell of the identical type via adhesion molecules."" [GOC:add]",101,595,14,20972,0.023529411764705882,0.13861386138613863,query_1,['GO:0098609']
GO:BP,GO:0070228,regulation of lymphocyte apoptotic process,0.002193974025394882,True,"""Any process that modulates the occurrence or rate of lymphocyte death by apoptotic process."" [GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]",61,595,11,20972,0.018487394957983194,0.18032786885245902,query_1,"['GO:0070227', 'GO:2000106']"
GO:MF,GO:0005024,transforming growth factor beta receptor activity,0.0022255512486053027,True,"""Combining with a transforming growth factor beta (TGFbeta) and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity by catalysis of the reaction: ATP protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate."" [GOC:mah, GOC:signaling]",16,594,6,20208,0.010101010101010102,0.375,query_1,['GO:0004675']
GO:BP,GO:0006887,exocytosis,0.0022627094678551334,True,"""A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for example of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell."" [GOC:mah, ISBN:0716731363, PMID:22323285]",352,595,28,20972,0.047058823529411764,0.07954545454545454,query_1,"['GO:0016192', 'GO:0032940']"
GO:CC,GO:1904813,ficolin-1-rich granule lumen,0.0023197425895668702,True,"""Any membrane-enclosed lumen that is part of a ficolin-1-rich granule."" [GO_REF:0000064, GOC:TermGenie, PMID:23650620]",124,601,14,22155,0.02329450915141431,0.11290322580645161,query_1,"['GO:0070013', 'GO:0101002']"
MIRNA,MIRNA:hsa-mir-29b-3p,hsa-mir-29b-3p,0.0023256059552562497,True,hsa-mir-29b-3p,235,574,24,16638,0.041811846689895474,0.10212765957446808,query_1,['MIRNA:000000']
GO:MF,GO:0030215,semaphorin receptor binding,0.0023281809626848576,True,"""Binding to a semaphorin receptor."" [GOC:ceb, PMID:12001990]",24,594,7,20208,0.011784511784511785,0.2916666666666667,query_1,['GO:0005102']
GO:BP,GO:0045862,positive regulation of proteolysis,0.0023349722971197848,True,"""Any process that activates or increases the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:go_curators]",74,595,12,20972,0.020168067226890758,0.16216216216216217,query_1,"['GO:0006508', 'GO:0030162', 'GO:0051247']"
GO:BP,GO:0010976,positive regulation of neuron projection development,0.002346572298613043,True,"""Any process that increases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:dph, GOC:tb]",148,595,17,20972,0.02857142857142857,0.11486486486486487,query_1,"['GO:0010975', 'GO:0031175', 'GO:0031346']"
HP,HP:0100326,Immunologic hypersensitivity,0.002353768135894911,True,Immunological states where the immune system produces harmful responses upon reexposure to sensitizing antigens.,254,239,30,5200,0.12552301255230125,0.11811023622047244,query_1,['HP:0010978']
GO:MF,GO:0004857,enzyme inhibitor activity,0.002366684673299249,True,"""A molecular function regulator that reduces a catalytic activity."" [GOC:ai, GOC:ebc]",428,594,31,20208,0.05218855218855219,0.07242990654205607,query_1,"['GO:0030234', 'GO:0140678']"
HP,HP:0004418,Thrombophlebitis,0.002384154809776517,True,Inflammation of a vein associated with venous thrombosis (blood clot formation within the vein).,26,239,9,5200,0.03765690376569038,0.34615384615384615,query_1,['HP:0004936']
WP,WP:WP5265,Neurogenesis regulation in the olfactory epithelium,0.002405690210349576,True,Neurogenesis regulation in the olfactory epithelium,57,490,13,8899,0.026530612244897958,0.22807017543859648,query_1,['WP:000000']
GO:BP,GO:0002335,mature B cell differentiation,0.0024141786511694134,True,"""The process in which transitional stage B cells acquire the specialized features of mature B cells in the spleen."" [GOC:jal, ISBN:0781735149]",39,595,9,20972,0.015126050420168067,0.23076923076923078,query_1,['GO:0030183']
CORUM,CORUM:2383,ITGA5-ITGB1-FN1-TGM2 complex,0.0024286500850753626,True,ITGA5-ITGB1-FN1-TGM2 complex,4,168,4,3383,0.023809523809523808,1.0,query_1,['CORUM:0000000']
CORUM,CORUM:6347,TNF-R1 signaling complex,0.0024286500850753626,True,TNF-R1 signaling complex,4,168,4,3383,0.023809523809523808,1.0,query_1,['CORUM:0000000']
GO:MF,GO:0016500,protein-hormone receptor activity,0.0024593266721476856,True,"""Combining with a protein hormone to initiate a change in cell activity."" [GOC:mah]",68,594,11,20208,0.018518518518518517,0.16176470588235295,query_1,['GO:0038023']
REAC,REAC:R-HSA-1236977,Endosomal/Vacuolar pathway,0.0024947541788661264,True,Endosomal/Vacuolar pathway,11,538,6,11056,0.011152416356877323,0.5454545454545454,query_1,['REAC:R-HSA-1236975']
GO:BP,GO:0048145,regulation of fibroblast proliferation,0.0025161053394685963,True,"""Any process that modulates the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]",88,595,13,20972,0.021848739495798318,0.14772727272727273,query_1,"['GO:0042127', 'GO:0048144']"
GO:BP,GO:0007492,endoderm development,0.0025161053394685963,True,"""The process whose specific outcome is the progression of the endoderm over time, from its formation to the mature structure. The endoderm is the innermost germ layer that develops into the gastrointestinal tract, the lungs and associated tissues."" [GOC:dph, GOC:tb]",88,595,13,20972,0.021848739495798318,0.14772727272727273,query_1,['GO:0009888']
GO:BP,GO:0035272,exocrine system development,0.0025164910076304974,True,"""Progression of the exocrine system over time, from its formation to a mature structure. The exocrine system is a system of hormones and glands, where the glands secrete straight to a target site via ducts or tubes. The human exocrine system includes the salivary glands, sweat glands and many glands of the digestive system."" [GOC:bf, Wikipedia:Exocrine_gland]",50,595,10,20972,0.01680672268907563,0.2,query_1,['GO:0048731']
HP,HP:0011830,Abnormal oral mucosa morphology,0.00252893022705902,True,Abnormality of the oral mucosa.,383,239,39,5200,0.16317991631799164,0.10182767624020887,query_1,['HP:0000163']
HP,HP:0002841,Recurrent fungal infections,0.0025377069703459596,True,"Increased susceptibility to fungal infections, as manifested by multiple episodes of fungal infection.",118,239,19,5200,0.0794979079497908,0.16101694915254236,query_1,"['HP:0002719', 'HP:0020100']"
GO:BP,GO:0014015,positive regulation of gliogenesis,0.002599599636548068,True,"""Any process that activates or increases the frequency, rate or extent of gliogenesis, the formation of mature glia."" [GOC:ef]",62,595,11,20972,0.018487394957983194,0.1774193548387097,query_1,"['GO:0014013', 'GO:0042063', 'GO:0050769']"
GO:BP,GO:0044092,negative regulation of molecular function,0.002675859607828299,True,"""Any process that stops or reduces the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]",355,595,28,20972,0.047058823529411764,0.07887323943661972,query_1,['GO:0065009']
REAC,REAC:R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus,0.0026841626855431525,True,NOTCH2 Activation and Transmission of Signal to the Nucleus,22,538,8,11056,0.01486988847583643,0.36363636363636365,query_1,['REAC:R-HSA-1980145']
MIRNA,MIRNA:hsa-mir-145-5p,hsa-mir-145-5p,0.002700902919031845,True,hsa-mir-145-5p,237,574,24,16638,0.041811846689895474,0.10126582278481013,query_1,['MIRNA:000000']
GO:BP,GO:0042982,amyloid precursor protein metabolic process,0.002708936444984011,True,"""The chemical reactions and pathways involving amyloid precursor protein (APP), the precursor of amyloid-beta, a glycoprotein associated with Alzheimer's disease."" [GOC:go_curators]",75,595,12,20972,0.020168067226890758,0.16,query_1,['GO:0019538']
GO:MF,GO:0008035,high-density lipoprotein particle binding,0.0027337181130904346,True,"""Binding to high-density lipoprotein particle, a lipoprotein particle with a high density (typically 1.063-1.21 g/ml) and a diameter of 5-10 nm that contains APOAs and may contain APOCs and APOE."" [GOC:mah]",10,594,5,20208,0.008417508417508417,0.5,query_1,['GO:0071813']
GO:MF,GO:0004955,prostaglandin receptor activity,0.0027337181130904346,True,"""Combining with a prostaglandin (PG) to initiate a change in cell activity."" [ISBN:0198506732]",10,594,5,20208,0.008417508417508417,0.5,query_1,['GO:0004954']
GO:BP,GO:0034116,positive regulation of heterotypic cell-cell adhesion,0.0027342992655860587,True,"""Any process that activates or increases the frequency, rate, or extent of heterotypic cell-cell adhesion."" [GOC:add]",14,595,6,20972,0.010084033613445379,0.42857142857142855,query_1,"['GO:0022409', 'GO:0034113', 'GO:0034114']"
GO:BP,GO:0016322,neuron remodeling,0.0027342992655860587,True,"""The developmentally regulated remodeling of neuronal projections such as pruning to eliminate the extra dendrites and axons projections set up in early stages of nervous system development."" [GOC:hb]",14,595,6,20972,0.010084033613445379,0.42857142857142855,query_1,['GO:0042551']
HP,HP:0100820,Glomerulopathy,0.002744996963269763,True,Inflammatory or noninflammatory diseases affecting the glomeruli of the nephron.,41,239,11,5200,0.04602510460251046,0.2682926829268293,query_1,['HP:0000095']
TF,TF:M00772,Factor: IRF; motif: RRAANTGAAASYGNV,0.0027573415995241946,True,Factor: IRF; motif: RRAANTGAAASYGNV,1061,601,61,20093,0.10149750415973377,0.057492931196983975,query_1,['TF:M00000']
GO:MF,GO:0030296,protein tyrosine kinase activator activity,0.002791146212481583,True,"""Increases the activity of a protein tyrosine kinase, an enzyme which phosphorylates a tyrosyl phenolic group on a protein."" [GOC:ai, ISBN:0198506732]",34,594,8,20208,0.013468013468013467,0.23529411764705882,query_1,['GO:0030295']
GO:CC,GO:0044297,cell body,0.002891720735583732,True,"""The portion of a cell bearing surface projections such as axons, dendrites, cilia, or flagella that includes the nucleus, but excludes all cell projections."" [GOC:go_curators]",528,601,33,22155,0.05490848585690516,0.0625,query_1,['GO:0110165']
KEGG,KEGG:04670,Leukocyte transendothelial migration,0.002897626069358015,True,Leukocyte transendothelial migration,115,497,19,8716,0.03822937625754527,0.16521739130434782,query_1,['KEGG:00000']
HP,HP:0002719,Recurrent infections,0.0029038014639229696,True,Increased susceptibility to infections as manifested by repeated bouts of infection.,1074,239,80,5200,0.33472803347280333,0.074487895716946,query_1,['HP:0032101']
GO:BP,GO:1902547,regulation of cellular response to vascular endothelial growth factor stimulus,0.002934987874868631,True,"""Any process that modulates the frequency, rate or extent of cellular response to vascular endothelial growth factor stimulus."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:17895370]",30,595,8,20972,0.013445378151260505,0.26666666666666666,query_1,"['GO:0035924', 'GO:0090287']"
TF,TF:M04706_1,Factor: RelA; motif: GGGRAWTYC; match class: 1,0.0029824259033640016,True,Factor: RelA; motif: GGGRAWTYC; match class: 1,350,601,29,20093,0.048252911813643926,0.08285714285714285,query_1,['TF:M04706']
GO:MF,GO:0019901,protein kinase binding,0.002985207598360243,True,"""Binding to a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate."" [GOC:jl]",680,594,42,20208,0.0707070707070707,0.061764705882352944,query_1,['GO:0019900']
REAC,REAC:R-HSA-975634,Retinoid metabolism and transport,0.0029868276537636683,True,Retinoid metabolism and transport,44,538,11,11056,0.020446096654275093,0.25,query_1,"['REAC:R-HSA-2187338', 'REAC:R-HSA-6806667']"
HPA,HPA:0530000,Spleen,0.003025996226603677,True,Spleen,5896,420,268,11007,0.638095238095238,0.045454545454545456,query_1,['HPA:0000000']
HPA,HPA:0461463,Skin 1; langerhans cells[High],0.0030305628246551737,True,Skin 1; langerhans cells[High],218,420,23,11007,0.05476190476190476,0.10550458715596331,query_1,['HPA:0461462']
GO:BP,GO:0002686,negative regulation of leukocyte migration,0.003051457473576504,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of leukocyte migration."" [GOC:add]",51,595,10,20972,0.01680672268907563,0.19607843137254902,query_1,"['GO:0002683', 'GO:0002685', 'GO:0030336', 'GO:0050900']"
HP,HP:0012378,Fatigue,0.0030762467794065123,True,A subjective feeling of tiredness characterized by a lack of energy and motivation.,509,239,47,5200,0.19665271966527198,0.09233791748526522,query_1,['HP:0025142']
TF,TF:M00339,Factor: c-Ets-1; motif: RCAGGAAGTGNNTNS,0.003124292387862146,True,Factor: c-Ets-1; motif: RCAGGAAGTGNNTNS,7040,601,267,20093,0.4442595673876872,0.03792613636363636,query_1,['TF:M00000']
GO:BP,GO:0043269,regulation of monoatomic ion transport,0.003144518349160511,True,"""Any process that modulates the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]",421,595,31,20972,0.052100840336134456,0.07363420427553444,query_1,"['GO:0006811', 'GO:0051049']"
GO:BP,GO:0019538,protein metabolic process,0.0031485845784358195,True,"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]",4467,595,175,20972,0.29411764705882354,0.03917618088202373,query_1,"['GO:0043170', 'GO:0044238']"
KEGG,KEGG:05322,Systemic lupus erythematosus,0.0031576471615861962,True,Systemic lupus erythematosus,136,497,21,8716,0.04225352112676056,0.15441176470588236,query_1,['KEGG:00000']
HPA,HPA:0471463,Skin 2; langerhans cells[High],0.0032186518002548415,True,Skin 2; langerhans cells[High],266,420,26,11007,0.06190476190476191,0.09774436090225563,query_1,['HPA:0471462']
GO:CC,GO:0048770,pigment granule,0.0032837664478092992,True,"""A small, subcellular membrane-bounded vesicle containing pigment and/or pigment precursor molecules. Pigment granule biogenesis is poorly understood, as pigment granules are derived from multiple sources including the endoplasmic reticulum, coated vesicles, lysosomes, and endosomes."" [GOC:jid, GOC:mh]",111,601,13,22155,0.021630615640599003,0.11711711711711711,query_1,['GO:0031410']
GO:CC,GO:0042470,melanosome,0.0032837664478092992,True,"""A tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored. Melanosomes are synthesized in melanocyte cells."" [GOC:jl, PMID:11584301]",111,601,13,22155,0.021630615640599003,0.11711711711711711,query_1,['GO:0048770']
GO:BP,GO:0150063,visual system development,0.003305001578437298,True,"""The process whose specific outcome is the progression of the visual system over time, from its formation to the mature structure, including the eye, parts of the central nervous system (CNS) involved in processing of visual inputs, and connecting nerve pathways."" [GOC:aruk, GOC:bc, GOC:krc, PMID:15004427, PMID:20647017, PMID:22632727]",422,595,31,20972,0.052100840336134456,0.07345971563981042,query_1,['GO:0048880']
HP,HP:0045042,Decreased circulating complement C4 concentration,0.003317153491538966,True,Concentration of the complement component C4 in the blood circulation below the lower limit of normal.,34,239,10,5200,0.04184100418410042,0.29411764705882354,query_1,['HP:0004431']
GO:MF,GO:0034185,apolipoprotein binding,0.00335411053935771,True,"""Binding to an apolipoprotein, the protein component of a lipoprotein complex."" [GOC:BHF, GOC:rl]",17,594,6,20208,0.010101010101010102,0.35294117647058826,query_1,['GO:0005515']
HP,HP:0001596,Alopecia,0.003355186000239641,True,"A noncongenital process of hair loss, which may progress to partial or complete baldness.",272,239,31,5200,0.1297071129707113,0.11397058823529412,query_1,['HP:0011362']
GO:BP,GO:0043270,positive regulation of monoatomic ion transport,0.003370970953205277,True,"""Any process that activates or increases the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]",186,595,19,20972,0.031932773109243695,0.10215053763440861,query_1,"['GO:0006811', 'GO:0043269', 'GO:0051050']"
HP,HP:0011839,Abnormal total T cell count,0.003492193587630186,True,"Abnormal increase or decrease of absolute number of T cells or of a subset of T cells, commonly characterized as CD3+ lymphocytes, in the blood, per microlitre, compared to a reference range for a given sex and age-group. These may include both TCR alpha/beta and gamma/delta T cells.",78,239,15,5200,0.06276150627615062,0.19230769230769232,query_1,"['HP:0002843', 'HP:0040088']"
HP,HP:0025408,Abnormal spleen morphology,0.0035826600908244275,True,Any anomaly of the structure of the spleen.,625,239,54,5200,0.22594142259414227,0.0864,query_1,['HP:0001743']
WP,WP:WP4816,TGF beta receptor signaling in skeletal dysplasias,0.0035938381032867587,True,TGF beta receptor signaling in skeletal dysplasias,59,490,13,8899,0.026530612244897958,0.22033898305084745,query_1,['WP:000000']
GO:BP,GO:0048524,positive regulation of viral process,0.0036129400261404906,True,"""Any process that activates or increases the frequency, rate or extent of a multi-organism process in which a virus is a participant."" [GOC:bf, GOC:jl]",64,595,11,20972,0.018487394957983194,0.171875,query_1,"['GO:0016032', 'GO:0048518', 'GO:0050792']"
HP,HP:0000790,Hematuria,0.003616397192661281,True,The presence of blood in the urine. Hematuria may be gross hematuria (visible to the naked eye) or microscopic hematuria (detected by dipstick or microscopic examination of the urine).,193,239,25,5200,0.10460251046025104,0.12953367875647667,query_1,"['HP:0012211', 'HP:0012614']"
HP,HP:0012614,Abnormal urine cytology,0.003616397192661281,True,An anomalous finding in the examination of the urine for cells.,193,239,25,5200,0.10460251046025104,0.12953367875647667,query_1,['HP:0003110']
HP,HP:0002239,Gastrointestinal hemorrhage,0.0036418682822284497,True,Hemorrhage affecting the gastrointestinal tract.,168,239,23,5200,0.09623430962343096,0.13690476190476192,query_1,"['HP:0011029', 'HP:0012719']"
GO:BP,GO:0061450,trophoblast cell migration,0.0036544656942522013,True,"""Trophoblast cell migration that is accomplished by extension and retraction of a pseudopodium. Trophoblast cells line the outside of the blastocyst."" [GOC:dph]",22,595,7,20972,0.011764705882352941,0.3181818181818182,query_1,"['GO:0001667', 'GO:0007566']"
HPA,HPA:0471462,Skin 2; langerhans cells[≥Medium],0.003666434697204367,True,Skin 2; langerhans cells[≥Medium],661,420,48,11007,0.11428571428571428,0.07261724659606657,query_1,['HPA:0471461']
HP,HP:0000488,Retinopathy,0.003702621913682857,True,"Any noninflammatory disease of the retina. This nonspecific term is retained here because of its wide use in the literature, but if possible new annotations should indicate the precise type of retinal abnormality.",144,239,21,5200,0.08786610878661087,0.14583333333333334,query_1,['HP:0000479']
TF,TF:M09729_1,Factor: LUMAN; motif: CYCAGCYYCY; match class: 1,0.0037374525367677366,True,Factor: LUMAN; motif: CYCAGCYYCY; match class: 1,4664,601,190,20093,0.3161397670549085,0.040737564322469985,query_1,['TF:M09729']
HPA,HPA:0310442,Lymph node; non-germinal center cells[≥Medium],0.0039045955821475973,True,Lymph node; non-germinal center cells[≥Medium],3988,420,194,11007,0.46190476190476193,0.04864593781344032,query_1,['HPA:0310441']
GO:BP,GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,0.003920522612395996,True,"""Any process that increases the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]",106,595,14,20972,0.023529411764705882,0.1320754716981132,query_1,"['GO:0007178', 'GO:0009967', 'GO:0090092']"
GO:BP,GO:1901890,positive regulation of cell junction assembly,0.003920522612395996,True,"""Any process that activates or increases the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]",106,595,14,20972,0.023529411764705882,0.1320754716981132,query_1,"['GO:0034329', 'GO:0044089', 'GO:0051130', 'GO:1901888']"
WP,WP:WP2870,Extracellular vesicle mediated signaling in recipient cells,0.004040025766162411,True,Extracellular vesicle mediated signaling in recipient cells,29,490,9,8899,0.018367346938775512,0.3103448275862069,query_1,['WP:000000']
HP,HP:0000969,Edema,0.004198954773516201,True,"An abnormal accumulation of fluid beneath the skin, or in one or more cavities of the body.",695,239,58,5200,0.24267782426778242,0.08345323741007195,query_1,['HP:0011032']
REAC,REAC:R-HSA-8874081,MET activates PTK2 signaling,0.004211607944565163,True,MET activates PTK2 signaling,30,538,9,11056,0.016728624535315983,0.3,query_1,['REAC:R-HSA-8875878']
GO:BP,GO:0010811,positive regulation of cell-substrate adhesion,0.004243810900462311,True,"""Any process that increases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]",122,595,15,20972,0.025210084033613446,0.12295081967213115,query_1,"['GO:0010810', 'GO:0031589', 'GO:0045785']"
GO:BP,GO:0048144,fibroblast proliferation,0.004394996790098967,True,"""The multiplication or reproduction of fibroblast cells, resulting in the expansion of the fibroblast population."" [GOC:jid]",107,595,14,20972,0.023529411764705882,0.1308411214953271,query_1,['GO:0008283']
WP,WP:WP3413,NOTCH1 regulation of endothelial cell calcification,0.004431177224631716,True,NOTCH1 regulation of endothelial cell calcification,17,490,7,8899,0.014285714285714285,0.4117647058823529,query_1,['WP:000000']
GO:BP,GO:0002428,antigen processing and presentation of peptide antigen via MHC class Ib,0.004447852169529946,True,"""The process in which an antigen-presenting cell expresses peptide antigen in association with an MHC class Ib protein complex on its cell surface. The peptide antigen may originate from an endogenous or exogenous protein. Class Ib here refers to non-classical class I molecules, such as those of the HLA-E family."" [GOC:add, PMID:15928678]",15,595,6,20972,0.010084033613445379,0.4,query_1,"['GO:0002475', 'GO:0048002']"
