source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0022617,extracellular matrix disassembly,0.0035071658704030396,True,"""A process that results in the breakdown of the extracellular matrix."" [GOC:jid]",61,389,9,20972,0.02313624678663239,0.14754098360655737,query_1,"['GO:0022411', 'GO:0030198']"
GO:BP,GO:0070228,regulation of lymphocyte apoptotic process,0.0035071658704030396,True,"""Any process that modulates the occurrence or rate of lymphocyte death by apoptotic process."" [GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]",61,389,9,20972,0.02313624678663239,0.14754098360655737,query_1,"['GO:0070227', 'GO:2000106']"
REAC,REAC:R-HSA-8877330,RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),0.0035840550831727036,True,RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),10,357,5,11056,0.014005602240896359,0.5,query_1,['REAC:R-HSA-8878171']
WP,WP:WP5512,Vedolizumab therapy for inflammatory bowel disease,0.003586635436503524,True,Vedolizumab therapy for inflammatory bowel disease,10,329,5,8899,0.015197568389057751,0.5,query_1,['WP:000000']
WP,WP:WP5356,Affected pathways in Duchenne muscular dystrophy,0.0036819649418383033,True,Affected pathways in Duchenne muscular dystrophy,74,329,12,8899,0.0364741641337386,0.16216216216216217,query_1,['WP:000000']
WP,WP:WP4341,Non genomic actions of 1 25 dihydroxyvitamin D3,0.0036819649418383033,True,Non genomic actions of 1 25 dihydroxyvitamin D3,74,329,12,8899,0.0364741641337386,0.16216216216216217,query_1,['WP:000000']
REAC,REAC:R-HSA-168898,Toll-like Receptor Cascades,0.0037602349988453934,True,Toll-like Receptor Cascades,168,357,18,11056,0.05042016806722689,0.10714285714285714,query_1,['REAC:R-HSA-168249']
HP,HP:0005421,Decreased circulating complement C3 concentration,0.003842764415223514,True,Concentration of the complement component C3 in the blood circulation below the lower limit of normal.,43,145,9,5200,0.06206896551724138,0.20930232558139536,query_1,['HP:0004431']
GO:BP,GO:0042176,regulation of protein catabolic process,0.003915670839291133,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators, GOC:jl]",401,389,23,20972,0.05912596401028278,0.057356608478802994,query_1,"['GO:0009894', 'GO:0030163', 'GO:0051246']"
HP,HP:0012252,Abnormal respiratory system morphology,0.003938082407703722,True,A structural anomaly of the respiratory system.,1527,145,69,5200,0.47586206896551725,0.04518664047151277,query_1,['HP:0002086']
GO:CC,GO:1904813,ficolin-1-rich granule lumen,0.003943787487487464,True,"""Any membrane-enclosed lumen that is part of a ficolin-1-rich granule."" [GO_REF:0000064, GOC:TermGenie, PMID:23650620]",124,393,11,22155,0.027989821882951654,0.08870967741935484,query_1,"['GO:0070013', 'GO:0101002']"
GO:BP,GO:0009892,negative regulation of metabolic process,0.003992689929399476,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",3276,389,96,20972,0.2467866323907455,0.029304029304029304,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048523']"
GO:BP,GO:0010743,regulation of macrophage derived foam cell differentiation,0.004033870454465112,True,"""Any process that modulates the rate, frequency or extent of macrophage derived foam cell differentiation. Macrophage derived foam cell differentiation is the process in which a macrophage acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]",33,389,7,20972,0.017994858611825194,0.21212121212121213,query_1,"['GO:0010742', 'GO:0045595']"
GO:BP,GO:0061081,positive regulation of myeloid leukocyte cytokine production involved in immune response,0.004033870454465112,True,"""Any process that modulates the rate, frequency, or extent of the production of a cytokine that contributes to the immune response."" [GOC:BHF, GOC:dph]",33,389,7,20972,0.017994858611825194,0.21212121212121213,query_1,"['GO:0002720', 'GO:0061082']"
GO:BP,GO:0060560,developmental growth involved in morphogenesis,0.004098498117373345,True,"""The increase in size or mass of an anatomical structure that contributes to the structure attaining its shape."" [GOC:dph]",235,389,17,20972,0.043701799485861184,0.07234042553191489,query_1,"['GO:0009653', 'GO:0048589']"
HP,HP:0032169,Severe infection,0.004172969499658222,True,A type of infection that is regarded as a sign of a pathological susceptibility to infection because of unusual severity or intensity of the infection.,82,145,12,5200,0.08275862068965517,0.14634146341463414,query_1,['HP:0032101']
GO:MF,GO:0019976,interleukin-2 binding,0.004217255246341459,True,"""Binding to interleukin-2."" [GOC:jl]",3,386,3,20208,0.007772020725388601,1.0,query_1,"['GO:0019838', 'GO:0019955']"
GO:MF,GO:0004911,interleukin-2 receptor activity,0.004217255246341459,True,"""Combining with interleukin-2 and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity."" [GOC:jl, GOC:signaling]",3,386,3,20208,0.007772020725388601,1.0,query_1,['GO:0004896']
GO:BP,GO:0006869,lipid transport,0.004252627764200398,True,"""The directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Lipids are compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [ISBN:0198506732]",433,389,24,20972,0.061696658097686374,0.05542725173210162,query_1,"['GO:0006810', 'GO:0010876']"
GO:BP,GO:0051223,regulation of protein transport,0.004252627764200398,True,"""Any process that modulates the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",433,389,24,20972,0.061696658097686374,0.05542725173210162,query_1,"['GO:0015031', 'GO:0051049', 'GO:0070201']"
GO:CC,GO:0031901,early endosome membrane,0.004257444438395766,True,"""The lipid bilayer surrounding an early endosome."" [GOC:pz]",200,393,14,22155,0.035623409669211195,0.07,query_1,"['GO:0005769', 'GO:0010008']"
GO:BP,GO:0032715,negative regulation of interleukin-6 production,0.004357424843777908,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of interleukin-6 production."" [GOC:mah]",47,389,8,20972,0.02056555269922879,0.1702127659574468,query_1,"['GO:0001818', 'GO:0032635', 'GO:0032675']"
GO:BP,GO:0014812,muscle cell migration,0.004456060126391192,True,"""The orderly movement of a muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000187, GOC:mtg_muscle]",80,389,10,20972,0.02570694087403599,0.125,query_1,['GO:0016477']
HP,HP:0011895,Anemia due to reduced life span of red cells,0.004504171931718008,True,"A type of anemia related to a reduction in the average life span of red blood cells in the peripheral circulation, which is normally around 120 days.",164,145,17,5200,0.11724137931034483,0.10365853658536585,query_1,['HP:0001903']
HP,HP:0012378,Fatigue,0.004527184497249536,True,A subjective feeling of tiredness characterized by a lack of energy and motivation.,509,145,33,5200,0.22758620689655173,0.06483300589390963,query_1,['HP:0025142']
GO:BP,GO:0003007,heart morphogenesis,0.00453959786026439,True,"""The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:dph, GOC:isa_complete]",263,389,18,20972,0.04627249357326478,0.06844106463878327,query_1,"['GO:0007507', 'GO:0009887']"
GO:BP,GO:0032682,negative regulation of chemokine production,0.004547452030319089,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of chemokine production."" [GOC:mah]",22,389,6,20972,0.015424164524421594,0.2727272727272727,query_1,"['GO:0001818', 'GO:0032602', 'GO:0032642']"
GO:BP,GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,0.004547452030319089,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class I protein complex. The peptide antigen is typically, but not always, processed from a whole protein. Class I here refers to classical class I molecules."" [GOC:add, ISBN:0781735149, PMID:15771591]",22,389,6,20972,0.015424164524421594,0.2727272727272727,query_1,"['GO:0002474', 'GO:0002483']"
GO:BP,GO:0097193,intrinsic apoptotic signaling pathway,0.0046111706725939575,True,"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway starts with reception of an intracellular signal (e.g. DNA damage, endoplasmic reticulum stress, oxidative stress etc.), and ends when the execution phase of apoptosis is triggered. The intrinsic apoptotic signaling pathway is crucially regulated by permeabilization of the mitochondrial outer membrane (MOMP)."" [GOC:mtg_apoptosis, GOC:yaf, PMID:11919192, PMID:17340152, PMID:18852119]",318,389,20,20972,0.05141388174807198,0.06289308176100629,query_1,"['GO:0035556', 'GO:0097190']"
GO:BP,GO:1903078,positive regulation of protein localization to plasma membrane,0.004632704714014933,True,"""Any process that activates or increases the frequency, rate or extent of protein localization to plasma membrane."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:11602640]",63,389,9,20972,0.02313624678663239,0.14285714285714285,query_1,"['GO:0072659', 'GO:1903076', 'GO:1904377', 'GO:1905477']"
WP,WP:WP185,Integrin mediated cell adhesion,0.004663418219751978,True,Integrin mediated cell adhesion,101,329,14,8899,0.0425531914893617,0.13861386138613863,query_1,['WP:000000']
REAC,REAC:R-HSA-388396,GPCR downstream signalling,0.004689315266931178,True,GPCR downstream signalling,622,357,41,11056,0.11484593837535013,0.06591639871382636,query_1,['REAC:R-HSA-372790']
KEGG,KEGG:05143,African trypanosomiasis,0.004730342966349608,True,African trypanosomiasis,36,324,8,8716,0.024691358024691357,0.2222222222222222,query_1,['KEGG:00000']
HP,HP:0005214,Intestinal obstruction,0.00476270185274485,True,Blockage or impairment of the normal flow of the contents of the intestine towards the anal canal.,83,145,12,5200,0.08275862068965517,0.14457831325301204,query_1,"['HP:0002242', 'HP:0004796']"
TF,TF:M09907,Factor: Erg; motif: NRRSAGGAAGNGG,0.004844274555553102,True,Factor: Erg; motif: NRRSAGGAAGNGG,11979,393,279,20093,0.7099236641221374,0.02329075882794891,query_1,['TF:M00000']
GO:MF,GO:0001530,lipopolysaccharide binding,0.004864793007261308,True,"""Binding to a lipopolysaccharide."" [PMID:11079463]",39,386,7,20208,0.018134715025906734,0.1794871794871795,query_1,"['GO:0008289', 'GO:0097367']"
GO:BP,GO:0002486,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent",0.004873021730705579,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class I protein complex following intracellular transport via a TAP-independent ER pathway. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell and becomes associated with the MHC class I molecule in the ER following transport from the cytosol via a TAP-independent pathway. Class I here refers to classical class I molecules."" [GOC:add, PMID:14647477, PMID:15771591]",13,389,5,20972,0.012853470437017995,0.38461538461538464,query_1,['GO:0002484']
GO:BP,GO:0070486,leukocyte aggregation,0.004873021730705579,True,"""The adhesion of one leukocyte to one or more other leukocytes via adhesion molecules."" [GOC:sl, PMID:12972508]",13,389,5,20972,0.012853470437017995,0.38461538461538464,query_1,['GO:0007159']
GO:BP,GO:0045916,negative regulation of complement activation,0.004873021730705579,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of complement activation."" [GOC:go_curators]",13,389,5,20972,0.012853470437017995,0.38461538461538464,query_1,"['GO:0002698', 'GO:0002921', 'GO:0006956', 'GO:0030449']"
GO:BP,GO:0051604,protein maturation,0.004881065130381656,True,"""Any process leading to the attainment of the full functional capacity of a protein."" [GOC:ai]",530,389,27,20972,0.06940874035989718,0.0509433962264151,query_1,"['GO:0010467', 'GO:0019538']"
GO:BP,GO:0048589,developmental growth,0.004899620492858405,True,"""The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:go_curators]",661,389,31,20972,0.07969151670951156,0.046898638426626324,query_1,"['GO:0032502', 'GO:0040007']"
HPA,HPA:0641511,Endometrium; nonciliated glandular epithelial cells[≥Low],0.004918439255002424,True,Endometrium; nonciliated glandular epithelial cells[≥Low],58,285,9,11007,0.031578947368421054,0.15517241379310345,query_1,['HPA:0640000']
GO:BP,GO:0010574,regulation of vascular endothelial growth factor production,0.0049991751856152365,True,"""Any process that modulates the frequency, rate, or extent of production of vascular endothelial growth factor."" [GOC:rl]",34,389,7,20972,0.017994858611825194,0.20588235294117646,query_1,"['GO:0001817', 'GO:0010573']"
GO:BP,GO:0032376,positive regulation of cholesterol transport,0.0049991751856152365,True,"""Any process that activates or increases the frequency, rate or extent of the directed movement of cholesterol into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]",34,389,7,20972,0.017994858611825194,0.20588235294117646,query_1,"['GO:0030301', 'GO:0032373', 'GO:0032374']"
GO:BP,GO:0032373,positive regulation of sterol transport,0.0049991751856152365,True,"""Any process that activates or increases the frequency, rate or extent of the directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]",34,389,7,20972,0.017994858611825194,0.20588235294117646,query_1,"['GO:0015918', 'GO:0032370', 'GO:0032371']"
GO:BP,GO:0032692,negative regulation of interleukin-1 production,0.0049991751856152365,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of interleukin-1 production."" [GOC:mah]",34,389,7,20972,0.017994858611825194,0.20588235294117646,query_1,"['GO:0001818', 'GO:0032612', 'GO:0032652']"
GO:BP,GO:0001570,vasculogenesis,0.005000750761711927,True,"""The differentiation of endothelial cells from progenitor cells during blood vessel development, and the de novo formation of blood vessels and tubes."" [PMID:8999798]",81,389,10,20972,0.02570694087403599,0.12345679012345678,query_1,"['GO:0030154', 'GO:0048514']"
GO:BP,GO:0050708,regulation of protein secretion,0.005053517807117259,True,"""Any process that modulates the frequency, rate or extent of the controlled release of a protein from a cell."" [GOC:ai]",265,389,18,20972,0.04627249357326478,0.06792452830188679,query_1,"['GO:0009306', 'GO:0051223', 'GO:1903530']"
GO:BP,GO:0002218,activation of innate immune response,0.005073265687297519,True,"""Any process that initiates an innate immune response. Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens. Examples of this process include activation of the hypersensitive response of Arabidopsis thaliana and activation of any NOD or TLR signaling pathway in vertebrate species."" [GO_REF:0000022, GOC:add, GOC:mtg_sensu, ISBN:0781735149, PMID:15199967, PMID:16177805]",320,389,20,20972,0.05141388174807198,0.0625,query_1,"['GO:0002253', 'GO:0045089']"
GO:BP,GO:0007157,heterophilic cell-cell adhesion,0.0051450111855843835,True,"""The attachment of an adhesion molecule in one cell to a nonidentical adhesion molecule in an adjacent cell."" [ISBN:0198506732]",48,389,8,20972,0.02056555269922879,0.16666666666666666,query_1,['GO:0098609']
HP,HP:0007813,Nongranulomatous uveitis,0.005185912083341943,True,A form of uveitis that is not associated with the formation of granulomas.,16,145,6,5200,0.041379310344827586,0.375,query_1,['HP:0000554']
HP,HP:0012121,Panuveitis,0.005185912083341943,True,"Inflammation of the uveal tract in which inflammation affects the anterior chamber, vitreous, retina or choroid.",16,145,6,5200,0.041379310344827586,0.375,query_1,['HP:0000554']
GO:MF,GO:0016494,C-X-C chemokine receptor activity,0.005265202251832664,True,"""Combining with a C-X-C chemokine and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity. A C-X-C chemokine has a single amino acid between the first two cysteines of the characteristic four cysteine motif."" [GOC:signaling, PMID:8662823]",8,386,4,20208,0.010362694300518135,0.5,query_1,['GO:0004950']
HP,HP:0002027,Abdominal pain,0.00535020658355214,True,"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) and perceived to originate in the abdomen.",349,145,26,5200,0.1793103448275862,0.07449856733524356,query_1,"['HP:0011458', 'HP:0012531']"
HP,HP:0010525,Finger agnosia,0.005461066171635055,True,"The examiner identified the inability to name, move, or touch specific fingers.",5,145,4,5200,0.027586206896551724,0.8,query_1,['HP:0010524']
HP,HP:0030219,Semantic dementia,0.005461066171635055,True,"A progressive loss of the ability to remember the meaning of words, faces and objects.",5,145,4,5200,0.027586206896551724,0.8,query_1,['HP:0002145']
GO:BP,GO:0034109,homotypic cell-cell adhesion,0.0055427651074966685,True,"""The attachment of a cell to a second cell of the identical type via adhesion molecules."" [GOC:add]",101,389,11,20972,0.028277634961439587,0.10891089108910891,query_1,['GO:0098609']
GO:MF,GO:0005024,transforming growth factor beta receptor activity,0.005548367667988077,True,"""Combining with a transforming growth factor beta (TGFbeta) and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity by catalysis of the reaction: ATP protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate."" [GOC:mah, GOC:signaling]",16,386,5,20208,0.012953367875647668,0.3125,query_1,['GO:0004675']
GO:BP,GO:1905477,positive regulation of protein localization to membrane,0.005602410859393318,True,"""Any process that activates or increases the frequency, rate or extent of protein localization to membrane."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:26911690]",82,389,10,20972,0.02570694087403599,0.12195121951219512,query_1,"['GO:0048522', 'GO:0072657', 'GO:1903829', 'GO:1905475']"
HPA,HPA:0641521,Endometrium; nonciliated luminal epithelial cells[≥Low],0.005673791769889046,True,Endometrium; nonciliated luminal epithelial cells[≥Low],59,285,9,11007,0.031578947368421054,0.15254237288135594,query_1,['HPA:0640000']
HP,HP:0001581,Recurrent skin infections,0.005725558962259625,True,Infections of the skin that happen multiple times.,149,145,16,5200,0.1103448275862069,0.10738255033557047,query_1,['HP:0011123']
HP,HP:0200039,Pustule,0.00575805632625779,True,A small elevation of the skin containing cloudy or purulent material usually consisting of necrotic inflammatory cells.,45,145,9,5200,0.06206896551724138,0.2,query_1,['HP:0011123']
HP,HP:0032140,Decreased specific antibody response to vaccination,0.00575805632625779,True,"A reduced ability to synthesize postvaccination antibodies against toxoids and polysaccharides in vaccines, as measured by antibody titer determination following vaccination.",45,145,9,5200,0.06206896551724138,0.2,query_1,['HP:0012475']
GO:BP,GO:0010605,negative regulation of macromolecule metabolic process,0.005772206733007514,True,"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3080,389,91,20972,0.23393316195372751,0.029545454545454545,query_1,"['GO:0009892', 'GO:0043170', 'GO:0060255']"
GO:MF,GO:0016799,"hydrolase activity, hydrolyzing N-glycosyl compounds",0.005800641779388421,True,"""Catalysis of the hydrolysis of any N-glycosyl bond."" [GOC:jl]",40,386,7,20208,0.018134715025906734,0.175,query_1,['GO:0016798']
GO:BP,GO:0006887,exocytosis,0.005943133376337794,True,"""A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for example of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell."" [GOC:mah, ISBN:0716731363, PMID:22323285]",352,389,21,20972,0.05398457583547558,0.05965909090909091,query_1,"['GO:0016192', 'GO:0032940']"
GO:BP,GO:0002577,regulation of antigen processing and presentation,0.006056559125188118,True,"""Any process that modulates the frequency, rate, or extent of antigen processing and presentation."" [GOC:add]",23,389,6,20972,0.015424164524421594,0.2608695652173913,query_1,"['GO:0002682', 'GO:0019882']"
GO:BP,GO:0060907,positive regulation of macrophage cytokine production,0.006056559125188118,True,"""Any process that increases the rate, frequency or extent of macrophage cytokine production. Macrophage cytokine production is the appearance of a chemokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:dph, GOC:tb]",23,389,6,20972,0.015424164524421594,0.2608695652173913,query_1,"['GO:0010934', 'GO:0010935', 'GO:0061081']"
GO:BP,GO:0002431,Fc receptor mediated stimulatory signaling pathway,0.006149945722130801,True,"""The series of molecular signals generated as a consequence of a the binding of the Fc portion of an immunoglobulin by an Fc receptor capable of activating or perpetuating an immune response. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",35,389,7,20972,0.017994858611825194,0.2,query_1,['GO:0002429']
HP,HP:0002846,Abnormal B cell morphology,0.006200030519253334,True,A structural abnormality of B cells.,116,145,14,5200,0.09655172413793103,0.1206896551724138,query_1,['HP:0004332']
GO:BP,GO:0019725,cellular homeostasis,0.006412111076546318,True,"""Any process involved in the maintenance of an internal steady state at the level of the cell."" [GOC:isa_complete, GOC:jl, ISBN:0395825172]",738,389,33,20972,0.08483290488431877,0.044715447154471545,query_1,['GO:0042592']
GO:CC,GO:0002947,tumor necrosis factor receptor superfamily complex,0.006431426000669942,True,"""A receptor complex that contains one or more members of the tumor necrosis factor (TNF) receptor superfamily."" [GOC:krc]",4,393,3,22155,0.007633587786259542,0.75,query_1,['GO:0043235']
GO:BP,GO:0048878,chemical homeostasis,0.006489483814040601,True,"""Any biological process involved in the maintenance of an internal steady state of a chemical."" [GOC:isa_complete]",951,389,39,20972,0.10025706940874037,0.04100946372239748,query_1,['GO:0042592']
GO:BP,GO:0022411,cellular component disassembly,0.006552107631743263,True,"""A cellular process that results in the breakdown of a cellular component."" [GOC:isa_complete]",444,389,24,20972,0.061696658097686374,0.05405405405405406,query_1,['GO:0016043']
REAC,REAC:R-HSA-913531,Interferon Signaling,0.006625669481109801,True,Interferon Signaling,263,357,23,11056,0.06442577030812324,0.08745247148288973,query_1,['REAC:R-HSA-1280215']
GO:BP,GO:0050807,regulation of synapse organization,0.0067676617055240276,True,"""Any process that modulates the physical form of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:dph, GOC:tb]",298,389,19,20972,0.04884318766066838,0.06375838926174497,query_1,"['GO:0050803', 'GO:0050808', 'GO:0051128']"
WP,WP:WP560,TGF beta receptor signaling,0.006841775629260564,True,TGF beta receptor signaling,55,329,10,8899,0.030395136778115502,0.18181818181818182,query_1,['WP:000000']
HP,HP:0100653,Optic neuritis,0.006882469505436445,True,Inflammation of the optic nerve.,25,145,7,5200,0.04827586206896552,0.28,query_1,"['HP:0000587', 'HP:0033429']"
GO:BP,GO:0014909,smooth muscle cell migration,0.0068988702303017044,True,"""The orderly movement of a smooth muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000192, GOC:mtg_muscle]",66,389,9,20972,0.02313624678663239,0.13636363636363635,query_1,['GO:0014812']
GO:BP,GO:0001885,endothelial cell development,0.0068988702303017044,True,"""The progression of an endothelial cell over time, from its formation to the mature structure."" [GOC:dph]",66,389,9,20972,0.02313624678663239,0.13636363636363635,query_1,"['GO:0002064', 'GO:0045446']"
GO:BP,GO:0060249,anatomical structure homeostasis,0.006926315080267945,True,"""A homeostatic process involved in the maintenance of an internal steady state within a defined anatomical structure of an organism, including control of cellular proliferation and death and control of metabolic function. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph]",271,389,18,20972,0.04627249357326478,0.06642066420664207,query_1,['GO:0048871']
GO:BP,GO:0001894,tissue homeostasis,0.006926315080267945,True,"""A homeostatic process involved in the maintenance of an internal steady state within a defined tissue of an organism, including control of cellular proliferation and death and control of metabolic function."" [GOC:add, GOC:isa_complete]",271,389,18,20972,0.04627249357326478,0.06642066420664207,query_1,"['GO:0048871', 'GO:0060249']"
HP,HP:0025323,Abnormal arterial physiology,0.007058884894868941,True,An anomaly of arterial function.,188,145,18,5200,0.12413793103448276,0.09574468085106383,query_1,['HP:0030163']
HP,HP:0010524,Disturbed sensory perception,0.007208362970552462,True,Alteration or impairment in the processing or interpretation of sensory information can lead to abnormal perceptions or experiences.,35,145,8,5200,0.05517241379310345,0.22857142857142856,query_1,['HP:5200204']
HP,HP:5200204,Disturbed perception with a stimulus,0.007208362970552462,True,"A perceptual experience in which an individual's perception of sensory stimuli is altered or disrupted in some way, resulting in abnormal or distorted sensory perceptions despite the presence of actual external stimuli.",35,145,8,5200,0.05517241379310345,0.22857142857142856,query_1,['HP:5200202']
GO:CC,GO:0032588,trans-Golgi network membrane,0.007249753647186193,True,"""The lipid bilayer surrounding any of the compartments that make up the trans-Golgi network."" [GOC:mah]",109,393,10,22155,0.02544529262086514,0.09174311926605505,query_1,"['GO:0005802', 'GO:0031090']"
REAC,REAC:R-HSA-1566977,Fibronectin matrix formation,0.00725428091681496,True,Fibronectin matrix formation,6,357,4,11056,0.011204481792717087,0.6666666666666666,query_1,['REAC:R-HSA-1474244']
GO:BP,GO:0002664,regulation of T cell tolerance induction,0.007464942433512993,True,"""Any process that modulates the frequency, rate, or extent of T cell tolerance induction."" [GOC:add]",14,389,5,20972,0.012853470437017995,0.35714285714285715,query_1,"['GO:0002517', 'GO:0002643']"
GO:BP,GO:0010820,positive regulation of T cell chemotaxis,0.007464942433512993,True,"""Any process that increases the rate, frequency or extent of T cell chemotaxis. T cell chemotaxis is the directed movement of a T cell in response to an external stimulus."" [GOC:BHF, GOC:dph, GOC:tb]",14,389,5,20972,0.012853470437017995,0.35714285714285715,query_1,"['GO:0010818', 'GO:0010819', 'GO:0140131', 'GO:2000406']"
GO:BP,GO:0034116,positive regulation of heterotypic cell-cell adhesion,0.007464942433512993,True,"""Any process that activates or increases the frequency, rate, or extent of heterotypic cell-cell adhesion."" [GOC:add]",14,389,5,20972,0.012853470437017995,0.35714285714285715,query_1,"['GO:0022409', 'GO:0034113', 'GO:0034114']"
GO:BP,GO:0002484,antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway,0.007464942433512993,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class I protein complex following intracellular transport via an ER pathway. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell and becomes associated with the MHC class I molecule in the ER. Class I here refers to classical class I molecules."" [GOC:add, ISBN:0781735149, PMID:14647477, PMID:15771591]",14,389,5,20972,0.012853470437017995,0.35714285714285715,query_1,['GO:0019885']
GO:BP,GO:0071679,commissural neuron axon guidance,0.007464942433512993,True,"""The process in which the migration of an axon growth cone of a commissural neuron is directed to its target in the brain in response to a combination of attractive and repulsive cues."" [GOC:BHF, GOC:mah]",14,389,5,20972,0.012853470437017995,0.35714285714285715,query_1,['GO:0007411']
GO:BP,GO:0002476,antigen processing and presentation of endogenous peptide antigen via MHC class Ib,0.007464942433512993,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class Ib protein complex. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell. Class Ib here refers to non-classical class I molecules, such as those of the HLA-E gene family."" [GOC:add, PMID:15928678]",14,389,5,20972,0.012853470437017995,0.35714285714285715,query_1,"['GO:0002428', 'GO:0002483']"
GO:BP,GO:0051209,release of sequestered calcium ion into cytosol,0.007498745204323773,True,"""The process in which calcium ions sequestered in the endoplasmic reticulum, Golgi apparatus or mitochondria are released into the cytosolic compartment."" [GOC:dph, GOC:hjd, GOC:mtg_lung, PMID:1814929]",125,389,12,20972,0.030848329048843187,0.096,query_1,['GO:0097553']
GO:BP,GO:1901099,negative regulation of signal transduction in absence of ligand,0.0075134666514749945,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of signal transduction in absence of ligand."" [GOC:TermGenie]",36,389,7,20972,0.017994858611825194,0.19444444444444445,query_1,"['GO:0009968', 'GO:0038034']"
GO:BP,GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,0.0075134666514749945,True,"""The process in which an antigen-presenting cell expresses a peptide antigen on its cell surface in association with an MHC class I protein complex. Class I here refers to classical class I molecules."" [GOC:add, ISBN:0781735149, PMID:15224092, PMID:15771591]",36,389,7,20972,0.017994858611825194,0.19444444444444445,query_1,['GO:0048002']
